customer_id,credit_score,tenure,products_number,credit_card,active_member,country,age,gender,balance,churn,estimated_salary
15774882,687,3,1,1,1,France,35,Female,99587.43,1,0.0
15714227,672,7,1,1,1,France,53,Female,0.0,0,136910.18
15608653,521,7,1,1,1,Spain,34,Female,70731.07,1,0.0
15789546,639,8,2,1,0,Spain,28,Male,0.0,0,0.0
15590320,850,4,2,0,1,France,66,Male,0.0,0,0.0
15678385,465,2,2,1,1,France,25,Male,-78247.31,0,10472.31
15571778,817,10,1,1,0,France,55,Female,117561.49,1,0.0
15657085,578,10,1,1,1,France,23,Male,-88980.32,0,0.0
15566211,616,1,1,1,0,Germany,41,Female,103560.57,1,0.0
15669293,517,5,1,0,1,France,37,Male,113308.84,0,0.0
15753566,806,3,1,1,0,France,32,Female,63763.49,0,0.0
15650391,633,7,1,1,0,France,29,Female,169988.35,0,0.0
15681843,624,0,2,1,0,Germany,35,Female,180303.24,0,0.0
15670374,819,1,4,0,0,Germany,49,Female,120656.86,1,0.0
15762332,568,1,2,1,1,Germany,31,Female,61592.14,0,61796.64
15700223,806,4,1,1,1,France,48,Male,164701.68,0,0.0
15729956,726,1,1,1,1,Spain,26,Female,80780.16,0,0.0
15594862,552,8,2,0,0,France,36,Male,0.0,0,132547.02
15598782,755,6,2,0,1,Germany,30,Female,154221.37,0,0.0
15745080,634,8,1,1,0,France,26,Male,0.0,0,0.0
15703399,756,5,2,0,1,France,26,Female,101641.14,0,154460.68
15732175,776,2,1,0,1,France,37,Male,0.0,0,0.0
15630725,649,5,1,1,0,France,45,Female,92786.66,1,0.0
15640260,595,8,2,1,1,Germany,32,Male,131081.66,0,0.0
15716822,646,5,1,1,1,France,30,Male,98014.74,0,0.0
15583748,592,8,2,1,0,Spain,38,Male,0.0,0,0.0
15605968,574,8,1,1,1,France,26,Male,97460.1,0,43093.67
15790683,850,1,2,0,1,France,36,Male,-104077.19,0,68594.0
15607713,850,1,2,1,1,Spain,29,Female,0.0,0,0.0
15700212,475,10,2,0,0,France,46,Female,0.0,1,0.0
15626710,642,4,1,1,1,France,39,Female,0.0,0,0.0
15716491,710,4,1,0,1,Spain,51,Female,93656.95,1,0.0
15625824,596,6,4,1,0,Spain,30,Male,121345.88,1,0.0
15617705,609,8,1,0,1,France,39,Female,141675.23,0,0.0
15761976,797,8,2,1,0,Spain,31,Female,0.0,0,0.0
15634891,504,7,1,1,0,Germany,43,Female,102365.49,1,0.0
15744517,735,9,1,0,0,Spain,50,Male,0.0,1,166677.35
15686963,680,3,1,1,0,Spain,30,Female,0.0,0,160131.58
15808189,449,6,2,0,1,France,52,Male,-0.0,0,0.0
15580845,685,7,1,0,1,Germany,57,Male,101868.51,0,0.0
15799156,569,8,2,0,0,Spain,38,Male,0.0,0,0.0
15694296,631,9,2,1,0,France,35,Male,112392.45,0,24472.23
15677049,595,7,2,0,1,Germany,25,Female,106570.34,0,0.0
15583595,461,8,1,1,1,France,28,Female,-0.0,0,0.0
15590146,630,1,1,0,1,France,50,Male,81947.76,1,63606.22
15801548,661,7,2,1,1,France,31,Female,144162.3,0,0.0
15660833,796,5,2,0,0,Germany,39,Male,86350.87,0,105080.53
15762277,710,5,1,0,0,France,47,Male,158623.14,1,0.0
15791302,741,8,2,1,0,France,32,Male,0.0,0,0.0
15599956,747,10,2,0,0,France,27,Male,0.0,0,0.0
15577274,549,3,1,1,0,Germany,43,Female,134985.66,0,0.0
15701200,576,6,2,1,1,France,36,Male,0.0,0,0.0
15638149,528,6,1,1,0,France,37,Male,103772.45,0,0.0
15786199,535,2,1,1,1,France,33,Male,-133040.32,0,0.0
15701765,575,0,2,0,0,Spain,37,Female,0.0,0,0.0
15586974,656,10,2,1,1,France,39,Male,-0.0,0,0.0
15729040,440,2,2,1,0,France,42,Male,0.0,0,0.0
15788676,539,8,2,1,1,Spain,38,Male,71460.67,0,0.0
15602497,850,6,1,0,1,Spain,39,Male,133214.13,0,0.0
15701333,646,7,1,0,0,France,37,Female,96558.66,0,0.0
15812071,744,6,2,0,1,France,54,Male,93806.31,0,0.0
15634375,710,8,2,0,0,Spain,36,Female,0.0,0,0.0
15786800,723,5,1,0,1,Germany,52,Male,131694.97,1,0.0
15591130,507,6,2,0,1,Spain,29,Female,0.0,0,0.0
15720662,787,1,1,1,1,France,35,Female,106266.8,0,0.0
15751531,598,8,2,1,1,Spain,41,Male,0.0,0,0.0
15653595,796,6,2,0,1,France,51,Male,0.0,0,194733.28
15568360,569,4,1,1,1,Spain,41,Female,139840.36,1,0.0
15781210,711,8,2,0,0,France,34,Male,0.0,0,0.0
15668058,661,8,1,1,0,Germany,35,Male,124098.54,0,0.0
15597131,415,5,1,1,1,France,32,Male,145807.59,0,0.0
15697283,578,8,2,1,0,Spain,23,Male,0.0,0,0.0
15640953,611,2,2,1,1,France,26,Female,107508.93,0,0.0
15715031,600,6,2,0,1,France,28,Female,0.0,0,0.0
15589660,661,1,1,0,1,Germany,32,Female,145980.23,0,0.0
15769818,850,3,1,0,1,France,37,Female,212778.2,0,69372.88
15782736,573,4,1,0,1,Germany,47,Female,152522.47,1,164038.07
15794014,838,8,2,1,0,France,34,Female,0.0,0,27472.07
15732448,821,8,1,1,1,France,28,Female,0.0,0,0.0
15723411,607,4,1,1,1,Spain,36,Female,98266.3,0,0.0
15797686,558,8,1,1,1,France,38,Male,113000.92,0,0.0
15605950,530,1,2,1,1,Germany,23,Male,137060.88,0,0.0
15812497,654,5,1,1,0,Germany,37,Male,112146.12,0,0.0
15690678,530,4,1,1,1,France,33,Female,129307.32,0,172930.28
15618926,520,7,2,1,1,Spain,43,Male,0.0,0,0.0
15673908,602,6,1,1,1,Germany,42,Female,158414.85,0,131886.46
15727944,701,1,1,1,1,Germany,48,Female,92072.68,0,0.0
15807294,653,2,2,1,1,Spain,30,Female,88243.29,0,0.0
15618581,668,8,2,1,1,Spain,25,Male,0.0,0,0.0
15584364,652,4,1,1,0,France,48,Male,59486.31,1,0.0
15599552,639,2,2,1,1,Spain,54,Female,0.0,0,0.0
15749177,730,7,2,0,1,Spain,52,Female,0.0,0,0.0
15718779,780,1,1,1,1,France,34,Male,0.0,0,0.0
15568106,592,8,2,0,1,France,38,Female,119278.01,0,0.0
15779481,628,4,2,1,1,France,34,Male,-158741.43,0,0.0
15709994,658,7,1,0,1,France,40,Female,140596.95,1,0.0
15772777,850,10,2,1,1,Spain,29,Female,0.0,0,0.0
15706815,515,2,1,1,1,Germany,37,Male,90432.92,1,188366.04
15618018,571,1,2,0,1,France,35,Female,104783.81,0,0.0
15671032,760,0,2,1,1,Germany,42,Male,77992.97,0,0.0
15634281,720,10,1,0,0,Germany,43,Female,110822.9,0,0.0
15766374,632,4,2,1,1,Germany,42,Male,119624.6,0,0.0
15600991,694,6,2,1,1,Germany,31,Male,109052.59,1,19448.93
15777576,559,5,1,0,1,Spain,40,Female,139129.44,0,0.0
15742613,773,8,2,1,0,Germany,42,Female,152324.66,0,0.0
15649523,581,1,2,1,0,France,38,Male,0.0,0,0.0
15651063,524,9,2,1,0,Germany,37,Female,127480.58,0,0.0
15683124,713,6,1,0,0,France,53,Male,115029.4,1,0.0
15618314,676,8,1,1,1,France,40,Male,114005.78,0,0.0
15670823,651,1,1,1,0,Germany,42,Female,116646.76,1,0.0
15607133,717,1,2,1,1,Spain,49,Female,110864.38,1,0.0
15615012,594,5,1,1,0,France,23,Male,-156267.59,0,0.0
15725141,716,3,1,1,0,France,44,Female,109528.28,1,27341.63
15623560,668,6,1,1,1,France,35,Female,102482.76,0,0.0
15693018,678,10,1,1,1,Germany,23,Male,115563.71,0,0.0
15636756,545,2,2,1,0,France,23,Male,0.0,0,0.0
15647474,613,9,2,1,1,France,40,Female,95624.36,0,0.0
15576714,687,8,2,1,1,Spain,21,Female,0.0,0,0.0
15585047,715,7,1,0,0,France,28,Male,160376.61,0,0.0
15743976,618,8,1,1,1,Germany,41,Male,37702.79,0,0.0
15793881,721,6,1,0,1,France,35,Female,118273.83,0,0.0
15576517,445,7,2,1,1,Germany,34,Female,131082.17,0,70618.0
15631072,690,1,2,0,1,France,38,Male,94456.0,0,0.0
15730394,709,8,2,0,0,France,43,Female,0.0,1,0.0
15631460,671,3,2,1,1,Spain,42,Female,0.0,0,0.0
15692002,538,6,1,1,1,France,33,Male,93791.38,0,0.0
15595282,735,4,2,1,0,France,33,Female,0.0,0,0.0
15758035,747,7,1,0,1,France,61,Male,155973.13,0,147554.26
15617518,675,7,1,1,1,Germany,36,Male,89409.95,0,0.0
15651802,632,5,2,1,0,Spain,39,Female,97854.37,0,0.0
15631813,621,6,2,1,1,France,39,Male,0.0,0,0.0
15729668,521,3,1,1,0,Spain,29,Male,60280.62,0,0.0
15741728,591,7,1,1,1,Spain,36,Male,135216.8,0,0.0
15576676,706,6,2,1,1,Germany,28,Female,124923.35,0,50299.14
15711378,677,4,2,1,0,France,38,Male,0.0,0,187800.63
15765520,769,7,1,1,0,Germany,27,Male,188614.07,0,0.0
15656726,771,5,1,1,1,France,32,Male,62321.62,0,0.0
15719309,670,1,2,0,1,France,42,Female,115961.58,0,0.0
15748718,517,2,1,1,0,France,28,Male,115062.61,0,179056.23
15594404,834,8,2,1,0,France,49,Female,160602.25,0,0.0
15751158,571,4,3,1,0,France,42,Female,108825.34,1,55558.51
15593470,576,8,1,1,1,Germany,36,Female,166287.85,0,23305.85
15695129,718,1,1,0,1,France,31,Female,152663.77,0,0.0
15640865,636,9,2,1,1,Germany,31,Female,80844.69,0,74641.9
15714080,566,2,2,1,0,Germany,40,Female,97001.36,0,0.0
15648721,711,4,2,1,1,France,64,Male,0.0,0,0.0
15801466,574,2,2,1,0,France,39,Female,122524.61,0,0.0
15750248,619,8,1,1,0,France,35,Female,132292.63,0,0.0
15758726,588,0,2,1,1,France,24,Female,0.0,0,0.0
15649121,665,3,1,1,0,France,52,Male,0.0,0,116137.01
15674811,739,3,2,1,1,Germany,29,Male,59385.98,0,0.0
15646037,641,9,3,1,1,France,77,Male,0.0,0,81514.06
15722578,685,6,1,1,1,Germany,21,Female,97956.5,0,0.0
15665695,594,4,2,1,1,France,49,Female,0.0,0,0.0
15801062,557,4,2,0,1,Spain,40,Female,0.0,0,105433.53
15662955,697,8,2,1,0,France,27,Male,141223.68,0,90591.15
15770309,656,10,1,0,1,France,18,Male,151762.74,0,127014.32
15657386,712,1,2,0,1,Germany,43,Male,141749.74,0,0.0
15777797,689,5,1,1,1,Spain,38,Male,75075.14,1,8651.92
15783955,697,4,2,1,0,France,25,Female,165686.11,0,0.0
15804516,589,2,1,1,0,France,38,Male,0.0,0,0.0
15681758,525,10,2,1,0,Spain,25,Female,0.0,0,0.0
15630321,680,3,2,1,0,France,44,Male,0.0,0,0.0
15588248,617,0,2,1,1,France,28,Female,0.0,1,0.0
15591932,680,5,1,1,0,France,32,Male,92961.61,0,0.0
15810347,662,9,2,0,1,Spain,30,Female,0.0,0,0.0
15595303,736,5,1,1,1,Germany,46,Male,130812.91,1,0.0
15634950,657,8,1,1,1,Germany,57,Male,107174.58,1,0.0
15685372,350,1,1,1,1,Spain,54,Male,152677.48,1,191973.49
15745827,617,3,1,1,0,France,30,Male,132005.77,0,0.0
15755868,562,7,1,0,0,France,35,Male,0.0,0,0.0
15718944,573,6,2,1,0,France,37,Female,0.0,0,0.0
15571550,699,9,1,1,0,France,39,Male,0.0,0,0.0
15723053,504,8,2,0,1,Germany,32,Male,170291.22,0,0.0
15661528,583,5,1,1,0,Spain,47,Male,102562.23,1,0.0
15754177,712,2,2,0,0,Spain,53,Male,111061.01,0,0.0
15683544,626,3,1,1,1,Spain,62,Male,0.0,0,0.0
15708048,631,4,1,1,0,France,34,Female,124379.14,0,0.0
15701109,663,7,1,1,1,France,37,Female,0.0,0,0.0
15600110,506,3,1,1,0,Germany,41,Female,57745.76,0,0.0
15651533,570,5,1,1,0,Germany,50,Female,129293.74,1,0.0
15777904,703,7,2,1,1,France,45,Female,0.0,0,68831.72
15655574,698,8,1,1,0,Germany,40,Female,150777.1,0,114732.62
15569423,731,4,2,1,0,Spain,41,Male,0.0,0,22299.27
15718106,625,6,2,0,0,France,34,Male,0.0,0,0.0
15585067,634,9,1,1,1,Spain,31,Male,108632.48,1,0.0
15675501,616,5,1,1,1,France,59,Male,153861.1,0,0.0
15633233,500,1,1,1,0,France,56,Male,100374.58,1,0.0
15667134,446,8,2,0,0,France,32,Male,0.0,0,133292.94
15659105,669,9,1,1,0,France,47,Female,61196.54,0,0.0
15575409,581,6,1,1,0,Germany,31,Male,116891.72,0,0.0
15752342,704,6,3,1,0,Germany,54,Female,133656.91,1,0.0
15654851,748,2,1,0,1,France,44,Male,92911.52,0,0.0
15682356,655,7,2,1,0,France,37,Female,111852.84,0,0.0
15806447,690,0,2,1,1,Germany,32,Male,106683.52,0,0.0
15800229,695,7,1,0,1,Germany,40,Male,139022.24,0,0.0
15663441,700,4,1,1,0,Germany,40,Female,148571.07,1,189826.96
15791991,773,4,1,0,1,France,52,Male,0.0,0,144113.42
15775082,749,1,2,0,1,France,42,Male,129776.72,0,0.0
15579706,611,5,1,1,0,France,46,Female,0.0,1,77677.14
15718247,606,8,2,1,1,Spain,46,Female,0.0,0,0.0
15755722,554,10,1,0,0,France,24,Male,0.0,0,92180.62
15716994,559,3,1,1,0,Spain,24,Male,114739.92,1,0.0
15586880,594,2,2,1,1,Germany,41,Male,122545.65,0,0.0
15713854,513,6,2,1,0,France,37,Female,0.0,0,0.0
15780835,652,1,1,1,1,Germany,26,Female,131908.35,0,0.0
15675896,680,7,1,1,1,Germany,42,Female,105722.69,1,0.0
15658459,784,10,2,1,0,Spain,33,Male,0.0,0,0.0
15658057,812,8,3,1,0,Spain,44,Female,0.0,1,0.0
15801767,784,8,2,1,0,Spain,40,Female,0.0,0,0.0
15569178,570,4,1,1,0,France,18,Female,82767.42,0,71811.9
15731478,712,1,1,0,0,France,42,Female,87842.98,0,0.0
15811236,705,6,1,1,1,Spain,39,Male,133261.13,0,0.0
15662758,620,0,1,1,0,France,41,Male,97925.11,0,0.0
15709387,711,5,1,1,1,France,52,Male,0.0,0,0.0
15572093,613,7,1,1,0,France,24,Female,140453.91,0,0.0
15713826,613,0,1,0,0,Germany,20,Female,117356.19,1,113557.7
15570205,682,5,2,1,1,Spain,36,Male,0.0,1,147758.51
15589348,850,4,1,1,1,Spain,37,Male,137204.77,0,28865.59
15700854,595,8,1,1,0,Spain,35,Male,0.0,1,0.0
15758836,675,3,2,0,1,Spain,36,Male,54098.18,0,0.0
15772933,591,8,1,1,1,Spain,31,Male,0.0,1,141677.33
15809006,602,7,2,0,0,France,23,Male,113758.48,0,84077.6
15689612,554,8,1,0,1,Spain,34,Female,0.0,0,0.0
15744614,541,9,1,1,1,France,37,Male,118636.92,0,0.0
15704250,506,7,2,0,0,France,34,Male,0.0,0,115842.1
15700255,814,8,2,0,0,Germany,44,Male,95488.82,0,107013.59
15669410,683,8,2,0,0,France,30,Male,110829.52,0,0.0
15807595,485,7,2,1,0,Germany,51,Male,144244.59,0,0.0
15664523,696,8,2,1,0,Germany,31,Female,122021.92,0,33828.64
15642833,608,8,2,1,0,France,30,Female,0.0,0,128875.86
15605279,792,9,4,1,1,France,50,Male,0.0,1,0.0
15713644,686,5,2,1,0,Spain,22,Male,0.0,0,0.0
15750466,790,1,1,1,0,Germany,42,Male,85839.62,0,0.0
15739054,654,4,1,0,1,France,29,Female,96974.97,0,0.0
15612771,452,4,1,1,1,France,35,Male,148172.44,0,4175.68
15788483,719,0,1,1,0,Spain,38,Male,0.0,0,0.0
15732832,707,5,2,1,0,France,40,Female,0.0,0,41052.82
15772892,699,2,1,0,0,France,49,Female,0.0,0,105760.01
15713843,850,2,2,0,1,Spain,30,Male,0.0,0,0.0
15567993,828,8,1,1,0,Spain,28,Male,134766.85,0,79355.87
15617603,850,5,2,1,1,Germany,30,Male,123210.56,0,0.0
15744983,712,1,1,1,1,Spain,47,Male,139887.01,0,0.0
15630419,634,9,1,1,0,France,44,Male,149961.11,0,0.0
15738828,730,6,1,0,0,Germany,45,Male,152880.97,0,0.0
15778025,685,9,2,0,1,Germany,43,Male,108589.47,0,194808.51
15799479,809,9,1,1,1,Spain,33,Male,0.0,0,124045.65
15684269,707,3,1,1,0,Spain,35,Female,56674.48,1,17987.4
15762745,648,8,1,1,0,Spain,32,Male,0.0,0,0.0
15746970,760,1,2,1,1,Spain,57,Female,0.0,0,25101.17
15725024,805,3,2,0,1,Germany,33,Female,105663.56,0,33330.89
15592116,585,7,2,1,0,France,39,Female,0.0,0,0.0
15624391,595,5,1,1,1,Spain,30,Female,100683.54,0,0.0
15567422,630,6,2,1,0,France,42,Male,0.0,0,0.0
15612627,627,5,2,1,0,Germany,29,Male,139541.58,0,0.0
15574879,631,2,2,0,1,Germany,37,Female,121801.72,0,0.0
15745107,776,5,1,0,1,Germany,38,Male,112281.7,0,89893.6
15734491,676,4,2,1,1,Spain,36,Female,0.0,0,0.0
15675320,758,5,2,0,0,Spain,40,Female,93499.82,0,0.0
15643824,637,0,2,0,1,France,33,Male,132255.99,0,74588.41
15643438,850,7,2,1,0,France,20,Male,0.0,0,31288.77
15721730,601,4,2,1,0,Spain,44,Female,0.0,0,0.0
15680727,735,5,1,1,0,France,49,Male,121973.28,0,148804.36
15752508,614,7,2,1,1,Germany,32,Male,99462.8,0,0.0
15808846,672,3,2,1,1,Germany,21,Female,165878.76,0,0.0
15727251,642,8,1,0,0,France,30,Male,117494.27,0,61977.82
15663489,633,0,1,1,0,Germany,29,Female,138577.34,0,0.0
15683677,769,9,1,1,1,Spain,39,Male,0.0,0,0.0
15596414,796,8,1,1,0,Spain,41,Male,107525.07,0,0.0
15730639,715,7,2,1,0,France,23,Male,139224.92,0,0.0
15672132,695,7,1,0,0,France,42,Female,121453.63,0,46374.64
15742638,747,4,2,0,1,France,25,Female,0.0,0,42039.67
15578603,584,1,1,0,0,Germany,54,Female,77354.37,1,138192.98
15726088,476,6,1,1,1,France,40,Male,0.0,0,0.0
15682533,850,7,1,0,1,France,39,Female,79259.99,0,0.0
15772995,529,2,1,1,0,France,30,Male,116295.29,0,75285.47
15765694,584,1,1,0,1,Spain,59,Female,0.0,1,130260.11
15568963,674,2,1,1,0,Germany,34,Male,152797.9,1,0.0
15703820,552,9,2,1,0,France,42,Male,133701.07,1,101069.71
15569410,601,7,2,1,1,Germany,33,Female,114430.18,0,0.0
15724466,744,2,1,1,0,Germany,41,Female,84113.41,0,197548.63
15777639,595,10,2,0,0,Spain,23,Female,101126.66,0,0.0
15802501,724,5,2,1,0,Germany,33,Male,103564.83,0,0.0
15778410,533,7,1,0,1,Spain,52,Female,0.0,1,0.0
15670702,618,2,2,0,1,France,37,Male,168178.21,0,101273.23
15704763,523,1,1,1,1,Germany,39,Female,143903.11,1,0.0
15645544,642,5,1,1,0,Germany,30,Female,129753.69,0,582.53
15757646,584,9,2,1,0,France,35,Male,0.0,0,192381.21
15701121,521,5,1,0,1,France,38,Male,110641.18,1,0.0
15796313,662,4,2,1,0,France,36,Female,166909.2,1,0.0
15815660,758,1,1,1,1,France,34,Female,154139.45,0,0.0
15602844,717,7,1,0,0,France,38,Male,-97459.06,0,189175.71
15636238,611,1,2,1,1,France,40,Male,0.0,0,0.0
15770101,766,6,2,1,1,Germany,43,Male,112088.04,0,0.0
15645543,636,3,2,1,1,France,34,Female,0.0,0,0.0
15596397,814,7,2,1,1,France,48,Female,0.0,0,0.0
15770525,760,1,2,0,0,Spain,28,Male,141038.57,0,0.0
15684267,607,2,2,1,1,Germany,39,Male,84468.67,0,0.0
15689980,725,4,1,0,0,Spain,36,Female,118520.26,1,0.0
15633260,600,1,1,0,1,France,37,Male,142663.46,0,0.0
15756471,656,4,2,1,1,Germany,27,Male,118627.16,0,0.0
15802256,439,7,2,1,0,France,28,Male,110976.23,0,138526.96
15725664,549,8,1,0,0,France,38,Female,107283.4,0,0.0
15674851,622,5,2,0,0,France,38,Male,0.0,0,0.0
15701946,715,4,1,0,0,France,34,Male,124314.45,0,0.0
15748947,657,5,1,1,1,France,41,Female,95858.37,0,68255.88
15673342,703,2,2,1,0,France,36,Male,0.0,0,0.0
15601008,802,8,2,1,0,France,33,Male,0.0,0,0.0
15771636,793,0,1,0,0,Spain,36,Female,0.0,0,0.0
15642002,554,6,2,0,0,France,35,Female,117707.18,1,0.0
15693381,533,1,2,0,1,Spain,38,Male,135289.33,0,152956.33
15607691,658,8,1,1,1,France,36,Male,174060.46,0,0.0
15589380,713,3,2,1,1,Germany,40,Male,114446.84,0,0.0
15603846,711,2,2,1,0,Spain,37,Male,0.0,1,0.0
15753549,669,1,1,0,0,France,25,Male,-157848.53,1,0.0
15725355,439,8,1,0,1,France,43,Female,0.0,0,104889.3
15773017,763,6,2,1,1,Spain,37,Female,0.0,0,149705.25
15625641,697,3,2,1,1,Germany,74,Female,108071.36,0,0.0
15776467,702,8,2,1,0,Spain,35,Female,14262.8,0,0.0
15746451,686,7,1,0,1,Spain,41,Male,102749.72,0,0.0
15777922,629,1,2,1,1,Spain,36,Male,161757.87,0,146371.72
15606841,823,1,2,1,0,France,38,Male,0.0,0,0.0
15757648,683,5,1,0,1,Germany,35,Female,95698.79,0,0.0
15677173,555,9,1,1,0,France,37,Male,124969.13,0,60194.05
15764170,647,4,1,1,0,Germany,44,Male,93960.35,1,36579.53
15610446,714,4,3,0,0,France,51,Female,88308.87,1,0.0
15612776,850,10,2,1,1,Spain,39,Female,0.0,0,143030.09
15794122,713,3,2,1,1,France,59,Female,0.0,0,0.0
15774931,452,7,1,1,1,France,30,Male,112935.87,0,99017.34
15779247,683,8,1,1,0,Spain,24,Female,98567.1,0,0.0
15707078,577,1,1,0,0,France,26,Female,180530.51,0,0.0
15605263,552,5,1,0,1,France,33,Male,140931.57,0,10921.5
15607381,769,7,2,1,0,Germany,31,Female,148913.72,0,53817.23
15683471,691,7,2,0,0,France,38,Male,0.0,0,81617.4
15605037,818,2,1,0,1,France,49,Female,0.0,0,0.0
15576085,739,5,2,0,0,France,41,Male,0.0,0,0.0
15770435,639,6,2,1,1,France,50,Female,115335.32,0,0.0
15592994,651,0,2,1,1,France,65,Female,0.0,0,0.0
15624068,779,0,2,0,1,France,26,Female,0.0,0,0.0
15595221,850,7,1,1,0,Germany,33,Female,134678.13,0,0.0
15637131,829,9,2,1,0,France,38,Male,0.0,0,0.0
15613471,579,2,2,1,1,Germany,31,Male,90547.48,0,0.0
15583499,510,9,1,1,1,France,32,Male,103324.78,0,0.0
15752816,531,3,1,0,0,France,29,Male,114590.58,0,75585.48
15804075,628,3,1,1,0,Germany,36,Female,91286.51,0,0.0
15800517,633,5,2,1,1,Spain,32,Male,163340.12,0,74415.2
15712319,714,8,2,0,1,Spain,45,Male,150900.29,0,139889.15
15797389,604,9,1,1,1,Spain,23,Male,124577.33,0,0.0
15621432,630,1,2,0,0,Spain,35,Male,0.0,0,0.0
15779390,850,4,1,1,1,Spain,31,Female,91292.7,0,0.0
15770498,798,4,1,1,1,France,37,Female,111723.08,0,83478.12
15678727,770,4,1,1,0,Germany,45,Male,110765.68,1,26163.74
15573893,569,9,2,1,1,Germany,25,Male,173459.45,0,0.0
15740104,425,7,2,0,1,Spain,22,Female,169649.73,1,0.0
15792649,547,9,2,0,0,Spain,31,Female,0.0,0,0.0
15605275,725,8,1,0,0,Germany,45,Male,116917.07,1,173464.43
15572467,506,5,2,1,1,France,37,Male,0.0,0,0.0
15738219,632,7,2,1,1,France,36,Female,-0.0,0,0.0
15600710,620,0,1,1,0,France,22,Male,0.0,0,0.0
15804394,663,8,1,1,0,Germany,32,Male,130627.66,1,47161.25
15694188,700,5,2,0,1,Spain,46,Female,56580.95,1,45424.13
15802478,767,6,2,1,1,Spain,31,Male,0.0,0,195668.0
15758813,350,0,2,0,0,Germany,39,Male,109733.2,1,123602.11
15761374,706,9,1,1,1,France,54,Male,117444.51,0,0.0
15569209,464,5,1,1,1,Spain,34,Female,76001.57,0,0.0
15788539,501,3,1,1,0,France,34,Female,107747.57,0,9249.36
15747222,745,8,2,1,1,Spain,35,Female,0.0,1,0.0
15769346,587,1,2,1,0,France,36,Female,134997.49,0,0.0
15699634,667,2,2,1,1,France,48,Female,0.0,0,0.0
15589076,737,9,1,0,1,France,36,Male,0.0,1,0.0
15812338,485,7,1,1,0,Spain,30,Female,0.0,0,0.0
15758845,590,0,1,0,1,Spain,37,Female,64345.21,1,0.0
15685844,518,8,1,0,1,Germany,35,Female,141665.63,0,192776.64
15583090,581,8,2,1,0,Spain,29,Female,0.0,0,46735.19
15587581,785,5,2,1,1,Germany,33,Female,136624.6,0,169117.74
15633640,799,4,1,1,1,France,52,Female,161209.66,0,0.0
15573741,698,10,1,1,1,Spain,38,Male,95010.92,0,105227.86
15633574,730,4,1,1,0,France,41,Female,167545.32,0,0.0
15711455,740,4,1,0,0,Germany,36,Female,109044.6,1,0.0
15570601,785,9,1,1,1,France,47,Female,122031.55,1,33823.5
15690925,527,2,1,1,0,Spain,29,Female,27755.97,1,0.0
15709338,544,1,1,1,1,France,29,Female,118560.55,0,0.0
15780746,705,4,2,1,1,France,61,Male,-0.0,0,0.0
15681956,684,9,2,1,1,France,34,Male,0.0,0,0.0
15778190,639,8,1,1,1,Spain,28,Female,97840.72,0,0.0
15786852,565,2,2,1,1,Germany,38,Female,158651.29,0,0.0
15726494,481,9,1,1,0,France,44,Male,175303.06,1,0.0
15641183,731,8,1,1,0,Spain,25,Male,96950.21,0,97877.92
15805312,607,7,1,0,1,France,45,Male,-123859.6,0,0.0
15636572,760,7,2,1,1,France,32,Female,0.0,0,0.0
15632575,559,9,1,1,1,France,70,Female,0.0,0,0.0
15740164,715,3,1,1,1,France,33,Female,85227.84,0,68087.15
15574947,656,8,2,0,1,France,36,Male,97786.08,0,0.0
15597909,652,7,1,1,0,Germany,33,Male,128135.99,0,158437.73
15782574,624,6,2,0,0,Spain,33,Male,0.0,0,0.0
15734999,634,2,1,1,0,Spain,36,Male,85996.19,0,0.0
15706593,850,10,2,1,1,Spain,50,Female,0.0,0,0.0
15766686,659,1,1,1,0,Germany,39,Female,104502.11,0,0.0
15590268,529,5,1,1,1,Spain,35,Male,95772.97,0,0.0
15763055,572,5,1,0,1,Spain,31,Male,98108.79,0,0.0
15664754,640,9,4,0,1,Germany,39,Male,131607.28,1,0.0
15643630,770,9,2,1,0,Spain,55,Male,63127.41,1,0.0
15641043,648,7,2,1,1,Spain,35,Male,0.0,1,78436.36
15811314,589,9,2,1,0,Germany,36,Female,140355.56,0,0.0
15669922,530,2,2,1,1,Spain,36,Female,0.0,0,0.0
15707114,831,2,2,0,1,France,30,Male,0.0,0,0.0
15670602,790,7,1,0,1,Germany,24,Male,107418.27,0,160450.21
15713479,656,6,2,1,0,France,35,Male,0.0,0,0.0
15566958,667,7,1,1,1,Spain,39,Male,167557.12,0,0.0
15680918,613,8,1,1,0,Spain,34,Male,117300.02,0,0.0
15663921,429,7,2,1,1,France,60,Male,0.0,0,0.0
15716324,665,9,1,1,1,France,23,Female,143672.9,0,0.0
15796969,731,4,2,1,1,France,33,Male,0.0,0,0.0
15574783,584,1,2,1,1,France,37,Female,0.0,0,0.0
15773487,634,8,1,0,0,Germany,31,Female,76798.92,0,0.0
15802486,488,3,2,1,1,France,34,Male,0.0,0,0.0
15783398,535,7,1,1,0,Spain,49,Female,115309.75,0,0.0
15649418,776,7,2,1,1,France,29,Female,178171.04,0,0.0
15604588,850,3,2,0,1,Spain,38,Female,0.0,0,0.0
15735428,673,0,2,0,0,Spain,37,Female,0.0,0,0.0
15629078,850,5,1,1,1,Germany,45,Female,127258.79,1,0.0
15806880,627,6,1,1,1,Spain,30,Female,0.0,1,0.0
15754999,570,8,1,1,1,France,33,Female,-0.0,0,124641.42
